관광지명,도로명주소,lat,lng,분류
에비수,중구 명동4길 20 ,37.5241771956682,127.041920574461,쇼핑
밀리오레 명동점,"중구 퇴계로 115 (충무로1가, 밀레오레 명동) ",37.5220944087117,127.022075153868,쇼핑
강남역 지하쇼핑센터,"강남구 강남대로 지하 396 (역삼동, 강남역) ",37.5062203134857,127.005051680109,쇼핑
에이바이봄,강남구 선릉로152길 30 (청담동) ,37.58146885421,126.905061621787,쇼핑
젠틀몬스터 신사 플래그쉽 스토어,강남구 압구정로10길 23 (신사동) ,37.5090846971287,127.108220751231,쇼핑
고투몰,"서초구 신반포로 지하 200 (잠원동, 강남터미널지하쇼핑몰) ",37.5639955269799,126.990321214063,쇼핑
증산종합시장 ,은평구 증산로3길 12 (증산동) 증산종합시장 ,37.5701125140082,126.999707163125,쇼핑
송리단길,송파구 백제고분로43길 23 (송파동) ,37.5680445876689,127.010890355484,쇼핑
제로띵스,중구 수표로 32-1 (저동2가) 3층 ,37.5521826993081,126.922984028453,쇼핑
광장시장,종로구 창경궁로 88 ,37.5727131853349,127.025502937291,쇼핑
SMTOWN&STORE@DDP,"중구 을지로 281 (을지로7가) 동대문 디자인 플라자 1F, 살림1관",37.5273661232786,127.027468526838,쇼핑
홍대앞 예술시장 프리마켓,마포구 와우산로21길 19-3 (서교동) ,37.5265685946337,127.034221625738,쇼핑
서울풍물시장 ,"동대문구 천호대로4길 21 (신설동, 서울풍물시장) ",37.5248594628848,127.04478895516,쇼핑
현대백화점 본점,강남구 압구정로 165  (압구정동) ,37.5783960630744,126.891522106224,쇼핑
아티지 (ARTAGE),강남구 언주로168길 7 (신사동) ,37.5665858506287,126.989842197531,쇼핑
레어마켓 (Rare Market),강남구 압구정로80길 24 ,37.6193203344525,126.921445035076,쇼핑
마이시티 상암점,"마포구 상암산로 66 (상암동, CJ E&M CENTER) 1층 ",37.5578305848299,126.905135306954,쇼핑
송림수제화,중구 수표로 60-1 (을지로3가) 3~4층,37.5562399990477,126.905628048053,쇼핑
연서시장,"은평구 통일로 850 (불광동, 연서시장) ",37.5500570559597,126.920123023419,쇼핑
알맹상점,"마포구 월드컵로25길 47 (망원동, 한흥빌딩) 2층 알맹상점",37.5235577031642,127.035484424146,쇼핑
망원시장,"마포구 포은로8길 14 (망원동, 목화맨션) 망원시장",37.5694538182223,127.011069634436,쇼핑
젠틀몬스터 홍대 플래그십스토어,마포구 독막로7길 54 (서교동) ,37.5647299033135,126.981730421825,쇼핑
설화수 플래그십 스토어,강남구 도산대로45길 18 (신사동) ,37.5118239121138,127.059159043842,쇼핑
망리단길,마포구 포은로 일대 ,37.5688849422849,127.008775114213,쇼핑
신평화 패션타운,중구 청계천로 298 (신평화상가) ,37.4966333557707,127.026914460572,쇼핑
롯데백화점 본점,"중구 남대문로 81 (소공동, 롯데백화점 본점) ",37.579107814309,127.037060263663,쇼핑
코엑스몰,강남구 영동대로 513 (코엑스) ,37.489120758088,127.123896900777,쇼핑
두타(DOOTA),"중구 장충단로 275 (을지로6가, 두산타워빌딩) ",37.559371862901,126.97620246899,쇼핑
IFC몰,"영등포구 국제금융로 10 (여의도동, 서울 국제금융 센터) ",37.5327888550584,126.959558538475,쇼핑
제니하우스,강남구 선릉로146길 56(청담힐) / 압구정로75길 28(프리모) ,37.5643059017854,126.979061355268,쇼핑
삼성 딜라이트,서초구 서초대로74길 11 (삼성전자빌딩) ,37.5621364883011,126.98502277014,쇼핑
서울약령시장,동대문구 약령중앙로 10 (제기동) ,37.5634867675479,126.981530160666,쇼핑
문정동 로데오거리,송파구 동남로4길 10 (문정동) ,37.5364813223241,127.00050055211,쇼핑
숭례문 수입상가,중구 소월로 3  (남창동) ,37.5269289539938,127.04240393602,쇼핑
용산전자상가,용산구 청파로 74 ,37.5253737056184,127.048780188752,쇼핑
명동지하쇼핑센터,"중구 소공로 지하 102 (남대문로2가, 소공지하쇼핑센터) ",37.5327888550584,126.959558538475,쇼핑
에뛰드하우스,중구 명동8길 35-1   ,37.5727599914497,126.985356392794,쇼핑
롯데 영플라자 명동점,중구 남대문로 67  (남대문로2가) ,37.4945376921828,127.108713599026,쇼핑
Re:CODE ,용산구 이태원로 244 (한남동) ,37.5409627375216,127.057019282187,쇼핑
10 꼬르소 꼬모,강남구 압구정로 416 (청담동) ,37.5493539204826,127.045153171736,쇼핑
정샘물 인스피레이션,서울 강남구 압구정로79길 19 청담EAST점 : 서울 강남구 도산대로81길 57,37.5453237853314,126.985085542346,쇼핑
용산전자랜드,용산구 청파로 74 (한강로3가) ,37.5435655907812,127.002446419651,쇼핑
한국관광명품점,종로구 인사동5길 14 (관훈동) ,37.5591863609004,126.977653709273,쇼핑
가락몰,"송파구 양재대로 932 (가락동, 가락동 농수산물도매시장) 가락몰",37.5576463618721,126.944912043171,쇼핑
성수동 수제화 거리,성동구 성수동2가 ,37.5709578373114,126.977928770123,쇼핑
더 피커,성동구 왕십리로14길 9 1층 헤이그라운드 서울숲점 9층,37.5689642672035,127.00209091601,쇼핑
해방촌 신흥시장,용산구 신흥로 95-9 (용산동2가) 해방촌 신흥시장,37.5644841324893,126.980184460247,쇼핑
쌍리단길,도봉구 쌍문동~창동 일대 ,37.568734553218,127.007666479829,쇼핑
RECTO(렉토),용산구 한남대로46길 24 (한남동) ,37.5284754434309,127.040052671773,쇼핑
남대문시장,중구 남대문시장4길 21 (남창동) ,37.5727635233966,126.987902476529,쇼핑
이대 패션거리,"서대문구 이화여대1길 10 (대현동, 예스에이피엠) ",37.5614417528647,127.038394194396,쇼핑
교보 핫트랙스 광화문점,"종로구 종로 1 (종로1가, 교보생명빌딩) ",37.5257256917227,127.037817480623,쇼핑
청계5가 지하쇼핑센터,"중구 동호로 지하 384 (방산동, 청계5가지하쇼핑센터) ",37.5284754434309,127.040052671773,쇼핑
소공 지하쇼핑센터,"중구 소공로 106 (소공동, 서울 웨스틴조선호텔) ",37.5257812835169,127.048865979297,쇼핑
청담 패션 거리 ,강남구 청담동 패션 거리 일대 ,37.5640899581142,126.985176312614,쇼핑
동대문 헌책방 거리,중구 장충단로13길 20 (을지로6가) ,37.4920511135622,126.898289507605,쇼핑
갤러리아백화점 WEST,강남구 압구정로 343 (갤러리아백화점) ,37.532611123478,126.994437755045,쇼핑
뚝섬 아름다운 나눔장터,"광진구 강변북로 139 (자양동, 한강사업본부뚝섬안내센터) ",37.6106226649216,126.929466316371,쇼핑
낙원악기상가,"종로구 삼일대로 428 (낙원동, 낙원상가) ",37.5220464998931,127.023804449318,쇼핑
이마트 왕십리점,성동구 왕십리광장로 17 ,37.5697923083984,126.913352472426,쇼핑
Addicted,강남구 선릉로155길 24 ,37.555420276267,126.905183858106,쇼핑
라움에디션,강남구 압구정로 343 갤러리아백화점명품관 WEST 3F ,37.595980946303,126.947036386964,쇼핑
라뷰티코아 청담 세이엇데이점,강남구 도산대로85길 15-2 (청담동) ,37.589460624459,127.055945297168,쇼핑
올리브영 명동 플래그십,중구 명동길 53 (명동1가) ,37.5712313872766,127.014447816287,쇼핑
대림중앙시장,영등포구 도림천로11길 26-1 (대림동) ,37.5284754434309,127.040052671773,쇼핑
이태원 앤틱 가구거리,용산구 보광로 109-1 ,37.478720573213,126.886476789522,쇼핑
제일시장,은평구 통일로 731 (대조동) 제일시장,37.5692055216729,127.051062455414,쇼핑
루미에르 붙임머리,강남구 논현로159길 52-1 (신사동) 루미에르,37.560919019936,126.980979034083,쇼핑
디어얼스,"서대문구 수색로 43 (남가좌동, 가좌행복주택 복합커뮤니티센터) 104호",37.5320708902887,126.994590984053,쇼핑
웜그레이테일,"마포구 포은로 94 (망원동, 그레이스빌딩) 2층 ",37.5653458904198,126.9810075639,쇼핑
셉틱탱크,서대문구 간호대로3길 24-8 (홍제동) 2층 ,37.5695711278314,126.976140249913,쇼핑
회기역 파전골목,동대문구 회기로28길 8 (휘경동) ,37.527918187812,127.041831709947,쇼핑
동대문역 창신동 완구 도매 시장,종로구 종로52길 36 (창신동) ,37.5515008030203,126.91395024016,쇼핑
갤러리아 명품관,"강남구 압구정로 343 (압구정동, 갤러리아백화점) ",37.5546095182049,126.927508753261,쇼핑
마리오아울렛,"금천구 디지털로9길 23 (가산동, 마리오2 패션타워) ",37.5172332566615,126.903715993779,쇼핑
답십리 고미술상가,동대문구 고미술로 21 (답십리동) ,37.5614417528647,127.038394194396,쇼핑
회현 중고 LP 상가,중구 소공로 63 (충무로1가) ,37.5137519612953,127.104446890835,쇼핑
이태원 앤티크(가구) 거리,용산구 보광로 103-2 (이태원동)  일대 ,37.5137519612953,127.104446890835,쇼핑
가리봉로데오,금천구 가산동 산업 2ㆍ3단지 및 단지 주변지역 일대 ,37.5221115505519,127.039857978663,쇼핑
더 페이스샵,중구 을지로 30 롯데백화점 9층,37.5603599185351,126.980776129884,쇼핑
동화면세점,"종로구 세종대로 149, 광화문빌딩 지하 1층 (세종로) ",37.5251913154781,126.929112756574,쇼핑
서초 벼룩시장,서초구 방배천로 4길 사당역 공영주차장,37.5673826454782,127.019763220778,쇼핑
갤러리아백화점 EAST,"강남구 압구정로 407 (압구정동, 갤러리아백화점) ",37.5594593810259,126.985217748272,쇼핑
메세나폴리스,"마포구 양화로 45 (서교동, 메세나폴리스) ",37.5596756422282,126.976924572369,쇼핑
스타일난다 ,마포구 와우산로29다길 23 (서교동) ,37.5708881812462,127.000060220655,쇼핑
핫트랙스 타임스퀘어점,영등포구 영중로 15 (타임스퀘어) 2층 교보문고 핫트랙스,37.5574468761736,126.969512319976,쇼핑
엔터식스 왕십리점,성동구 왕십리광장로 17 (행당동) ,37.5606668775872,126.981847764291,쇼핑
제2롯데월드몰,송파구 올림픽로 300 (신천동) ,37.570349534206,126.961866338275,쇼핑
한사토이,"송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰) ",37.5619835383924,127.0589080282,쇼핑
컬처앤네이처,"강남구 선릉로 754 (청담동, 서진빌딩) ",37.5148236866215,126.937975950622,쇼핑
신세계면세점,"중구 퇴계로 77 (충무로1가, 신세계백화점) ",37.6131435556689,127.02945322795,쇼핑
더현대서울,"영등포구 여의대로 108 (여의도동, 파크원) ",37.5039351769908,127.002413006799,쇼핑
서울 중앙시장,중구 퇴계로85길 36 (황학동) ,37.5047103337145,127.026112563558,쇼핑
8DIVISION(에이트디비젼),"중구 퇴계로18길 31 (남산동2가, 8DIVISION) ",37.5639736242816,127.003253199367,쇼핑
남대문시장 갈치조림골목,중구 남대문시장길 16-17 (남창동) ,37.5694258617472,127.00804756339,쇼핑
종오지하쇼핑센터,"종로구 종로 지하 200 (종로5가, 종오지하쇼핑센터) ",37.4884041429232,126.98069428936,쇼핑
롯데마트 서울역점,"중구 청파로 426 (봉래동2가, 서울역 철도청) ",37.5447947887537,126.953258247848,쇼핑
회현지하쇼핑센터,"중구 소공로 지하 58 (충무로1가, 회현지하쇼핑센터) ",37.5410566332301,127.065669226745,쇼핑
독립문 영천시장,"서대문구 통일로 189-1 (영천동, 동성건물) ",37.5760430167042,126.983827375694,쇼핑
아름다운가게 ,성동구 천호대로 362 (용답동) 아름다운가게 1층,37.5195792522956,127.02211128973,쇼핑
이태원 거리,용산구 이태원로 27나길 (이태원동)  일대 ,37.5583093867588,126.9770091979,쇼핑
노량진 수산시장,"동작구 노들로 674 (노량진동, 노량진수산물도매시장) ",37.5201623030798,127.023901473322,쇼핑
숭인시장,강북구 도봉로 45 (미아동) ,37.567487097159,127.008078935255,쇼핑
신세계백화점 강남점,서초구 신반포로 176 (반포동) ,37.5297718014452,126.964741503485,쇼핑
반디네일 강남본점,"강남구 봉은사로 114 (역삼동, 반디빌딩) 계전빌딩 1, 2층",37.5629022703361,126.98384606257,쇼핑
어라운드더코너 가로수길점,강남구 압구정로12길 24 (신사동) ,37.5642046081718,126.981638076651,쇼핑
정샘물 플롭스,강남구 압구정로12길 40 (신사동) ,37.5612633940942,126.984115903127,쇼핑
씨제이더마켓 제일제당센터점,"중구 동호로 330 (쌍림동, 씨제이제일제당센터) 지하1층",37.5734820676018,126.985508845877,쇼핑
평화시장,중구 청계천로 274 (을지로6가) 평화시장,37.5809727745931,126.966855606798,쇼핑
카카오프렌즈 홍대 플래그십 스토어,"마포구 양화로 162 (동교동, 좋은사람들 빌딩) 좋은사람들빌딩 1~3층",37.5258745790206,127.041962137436,쇼핑
남성사계시장,동작구 동작대로29나길 10  ,37.5485317332003,127.021688688555,쇼핑
공덕시장,"마포구 만리재로 19 (공덕동, 공덕시장) ",37.4776148442516,127.124961768886,쇼핑
커먼그라운드,광진구 아차산로 200 (자양동) 커먼그라운드,37.5620898188157,126.98503964381,쇼핑
상생상회,종로구 율곡로 39 (안국동) 안국빌딩 신관 1층/B1 층,37.5445478113822,127.059042202077,쇼핑
아더 스페이스 3.0 플래그십 스토어,"강남구 도산대로11길 31 (신사동, 에스에이치스페이스) ",37.5639294149969,126.986033616613,쇼핑
남대문시장 칼국수골목,중구 남대문시장4길 42-1 (남창동) ,37.5062203134857,127.005051680109,쇼핑
